main_cat,sec_cat,raw_cat,isic_embed,isic_descr,dose,match_score
professional_services,tent_house_supplier,tent_house_supplier,55,Accommodation,services,0.29443007707595825
professional_services,translation_services,translation_services,82,"Office administrative, office support and other business support activities",services,0.28631138801574707
professional_services,tv_mounting,tv_mounting,60,Programming and broadcasting activities,services,0.2077048420906067
professional_services,typing_services,typing_services,82,"Office administrative, office support and other business support activities",services,0.3117215633392334
professional_services,video_film_production,video_film_production,59,"Motion picture, video and television programme production, sound recording and music publishing activities",services,0.4226745665073395
professional_services,watch_repair_service,watch_repair_service,95,Repair of computers and personal and household goods,services,0.24681732058525085
professional_services,water_delivery,water_delivery,36,"Water collection, treatment and supply",manufacturing,0.49762094020843506
professional_services,web_designer,web_designer,62,"Computer programming, consultancy and related activities",services,0.24675974249839783
professional_services,well_drilling,well_drilling,08,Other mining and quarrying,manufacturing,0.3268340229988098
professional_services,wildlife_control,wildlife_control,75,Veterinary activities,services,0.39177167415618896
professional_services,writing_service,writing_service,18,Printing and reproduction of recorded media,manufacturing,0.35569778084754944
professional_services,storage_facility,storage_facility,52,Warehousing and support activities for transportation,services,0.37181994318962097
professional_services,sewing_and_alterations,sewing_and_alterations,13,Manufacture of textiles,manufacturing,0.376661092042923
professional_services,utility_service,utility_service,81,Services to buildings and landscape activities,services,0.4363034963607788
structure_and_geography,structure_and_geography,structure_and_geography,41,Construction of buildings,manufacturing,0.37410974502563477
structure_and_geography,bridge,bridge,37,Sewerage,manufacturing,0.29193830490112305
structure_and_geography,canal,canal,37,Sewerage,manufacturing,0.4248092770576477
structure_and_geography,dam,dam,37,Sewerage,manufacturing,0.19560939073562622
structure_and_geography,desert,desert,36,"Water collection, treatment and supply",manufacturing,0.2351074516773224
structure_and_geography,forest,forest,02,Forestry and logging,agriculture,0.42955344915390015
structure_and_geography,geologic_formation,geologic_formation,08,Other mining and quarrying,manufacturing,0.3765886723995209
structure_and_geography,island,island,55,Accommodation,services,0.2332397699356079
structure_and_geography,mountain,mountain,49,Land transport and transport via pipelines,services,0.18131673336029053
structure_and_geography,natural_hot_springs,natural_hot_springs,55,Accommodation,services,0.2306136041879654
structure_and_geography,nature_reserve,nature_reserve,55,Accommodation,services,0.3970341086387634
structure_and_geography,pier,pier,03,Fishing and aquaculture,agriculture,0.2273169457912445
structure_and_geography,public_plaza,public_plaza,53,Postal and courier activities,services,0.30289947986602783
structure_and_geography,quay,quay,53,Postal and courier activities,services,0.27285224199295044
structure_and_geography,river,river,36,"Water collection, treatment and supply",manufacturing,0.334719717502594
structure_and_geography,skyscraper,skyscraper,41,Construction of buildings,manufacturing,0.463458776473999
structure_and_geography,tower,tower,41,Construction of buildings,manufacturing,0.3498300611972809
structure_and_geography,weir,weir,36,"Water collection, treatment and supply",manufacturing,0.17237694561481476
developed,commercial,,73,Advertising and market research,services,0.32706794142723083
horticulture,orchard,,81,Services to buildings and landscape activities,services,0.22370639443397522
horticulture,allotments,,96,Other personal service activities,services,0.27736973762512207
resource_extraction,salt_pond,,03,Fishing and aquaculture,agriculture,0.3260929584503174
horticulture,flowerbed,,55,Accommodation,services,0.2871044874191284
protected,species_management_area,,75,Veterinary activities,services,0.3797415792942047
golf,rough,,37,Sewerage,manufacturing,0.1672409176826477
transportation,traffic_island,,79,"Travel agency, tour operator, reservation service and related activities",services,0.2986959218978882
recreation,stadium,,93,Sports activities and amusement and recreation activities,services,0.3293921947479248
horticulture,plant_nursery,,81,Services to buildings and landscape activities,services,0.19595104455947876
landfill,landfill,,39,Remediation activities and other waste management services,manufacturing,0.45508819818496704
military,range,,60,Programming and broadcasting activities,services,0.12861259281635284
protected,natural_monument,,91,"Libraries, archives, museums and other cultural activities",services,0.3688701391220093
golf,driving_range,,55,Accommodation,services,0.1352793425321579
education,schoolyard,,37,Sewerage,manufacturing,0.1864437311887741
recreation,playground,,55,Accommodation,services,0.3173949718475342
construction,construction,,41,Construction of buildings,manufacturing,0.6172229051589966
resource_extraction,logging,,02,Forestry and logging,agriculture,0.3316751718521118
golf,golf_course,,55,Accommodation,services,0.29138126969337463
construction,greenfield,,41,Construction of buildings,manufacturing,0.31558534502983093
park,village_green,,55,Accommodation,services,0.24548617005348206
education,college,,85,Education,services,0.3494910001754761
protected,national_park,,91,"Libraries, archives, museums and other cultural activities",services,0.3915855288505554
medical,doctors,,86,Human health activities,services,0.3303177058696747
golf,bunker,,41,Construction of buildings,manufacturing,0.2514914870262146
golf,tee,,37,Sewerage,manufacturing,0.20468583703041077
residential,residential,,97,Activities of households as employers of domestic personnel,services,0.4201863408088684
recreation,pitch,,60,Programming and broadcasting activities,services,0.15014994144439697
horticulture,garden,,81,Services to buildings and landscape activities,services,0.3659462034702301
developed,works,,92,Gambling and betting activities,services,0.13138122856616974
pedestrian,pedestrian,,37,Sewerage,manufacturing,0.2074187695980072
residential,garages,,55,Accommodation,services,0.30157938599586487
campground,camp_site,,55,Accommodation,services,0.5025650858879089
agriculture,animal_keeping,,75,Veterinary activities,services,0.424338161945343
golf,green,,36,"Water collection, treatment and supply",manufacturing,0.11140356957912445
horticulture,vineyard,,11,Manufacture of beverages,manufacturing,0.2179546058177948
transportation,highway,,37,Sewerage,manufacturing,0.2764301300048828
resource_extraction,quarry,,08,Other mining and quarrying,manufacturing,0.47510525584220886
agriculture,farmyard,,55,Accommodation,services,0.22704052925109863
recreation,track,,59,"Motion picture, video and television programme production, sound recording and music publishing activities",services,0.22643300890922546
aquaculture,aquaculture,,03,Fishing and aquaculture,agriculture,0.6012986898422241
winter_sports,winter_sports,,93,Sports activities and amusement and recreation activities,services,0.31267642974853516
agriculture,farmland,,81,Services to buildings and landscape activities,services,0.33092236518859863
developed,industrial,,25,"Manufacture of fabricated metal products, except machinery and equipment",manufacturing,0.42191994190216064
education,university,,74,"Other professional, scientific and technical activities",services,0.27556177973747253
recreation,recreation_ground,,93,Sports activities and amusement and recreation activities,services,0.4438822865486145
golf,water_hazard,,36,"Water collection, treatment and supply",manufacturing,0.34537410736083984
golf,fairway,,51,Air transport,services,0.21914978325366974
golf,lateral_water_hazard,,36,"Water collection, treatment and supply",manufacturing,0.280728816986084
agriculture,meadow,,55,Accommodation,services,0.2562081813812256
developed,brownfield,,92,Gambling and betting activities,services,0.11501525342464447
recreation,beach_resort,,55,Accommodation,services,0.38932520151138306
horticulture,greenhouse_horticulture,,08,Other mining and quarrying,manufacturing,0.2984279692173004
entertainment,theme_park,,93,Sports activities and amusement and recreation activities,services,0.39212268590927124
developed,institutional,,99,Activities of extraterritorial organizations and bodies,services,0.28581202030181885
